/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c000_f000000-000064.txt 1
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c001_f000064-000128.txt 1
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c002_f000128-000192.txt 2
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c003_f000192-000256.txt 2
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c004_f000256-000320.txt 2
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c005_f000320-000384.txt 0
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c006_f000384-000448.txt 2
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c007_f000448-000512.txt 2
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c008_f000512-000576.txt 2
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c009_f000576-000640.txt 0
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c010_f000640-000704.txt 3
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c011_f000704-000768.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c012_f000768-000832.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c013_f000832-000896.txt 3
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c014_f000896-000960.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c015_f000960-001024.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c016_f001024-001088.txt 0
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c017_f001088-001152.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c018_f001152-001216.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c019_f001216-001280.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c020_f001280-001344.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c021_f001344-001408.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c022_f001408-001472.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c023_f001472-001536.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c024_f001536-001600.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c025_f001600-001664.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c026_f001664-001728.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c027_f001728-001792.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c028_f001792-001856.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c029_f001856-001920.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c030_f001920-001984.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c031_f001984-002048.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c032_f002048-002112.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c033_f002112-002176.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c034_f002176-002240.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c035_f002240-002304.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c036_f002304-002368.txt 4
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c037_f002368-002432.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c038_f002432-002496.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c039_f002496-002560.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c040_f002560-002624.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c041_f002624-002688.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c042_f002688-002752.txt 6
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c043_f002752-002816.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c044_f002816-002880.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c045_f002880-002944.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c046_f002944-003008.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c047_f003008-003072.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c048_f003072-003136.txt 5
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c049_f003136-003200.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c050_f003200-003264.txt 0
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c051_f003264-003328.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c052_f003328-003392.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c053_f003392-003456.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c054_f003456-003520.txt 8
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c055_f003520-003584.txt 6
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c056_f003584-003648.txt 6
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c057_f003648-003712.txt 6
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c058_f003712-003776.txt 6
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c059_f003776-003840.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c060_f003840-003904.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c061_f003904-003968.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c062_f003968-004032.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c063_f004032-004096.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c064_f004096-004160.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c065_f004160-004224.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c066_f004224-004288.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c067_f004288-004352.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c068_f004352-004416.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c069_f004416-004480.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c070_f004480-004544.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c071_f004544-004608.txt 7
/data/wjl/vjepa2/data_process/clip_64frames_info/case1_c072_f004608-004672.txt 7
