Frame	Bipolar	Scissors	Clipper	Irrigator	SpecimenBag	Preparation	CalotTriangleDissection	ClippingCutting	GallbladderDissection	GallbladderPackaging	CleaningCoagulation	GallbladderRetraction
0	5.0	1.75	5.0	5.0	5.0	0.0	0.35	5.0	5.0	5.0	5.0	5.0
1	5.0	1.7333333	5.0	5.0	5.0	0.0	0.33333334	5.0	5.0	5.0	5.0	5.0
2	5.0	1.7166667	5.0	5.0	5.0	0.0	0.31666666	5.0	5.0	5.0	5.0	5.0
3	5.0	1.7	5.0	5.0	5.0	0.0	0.3	5.0	5.0	5.0	5.0	5.0
4	5.0	1.6833332	5.0	5.0	5.0	0.0	0.28333333	5.0	5.0	5.0	5.0	5.0
5	5.0	1.6666665	5.0	5.0	5.0	0.0	0.26666668	5.0	5.0	5.0	5.0	5.0
6	5.0	1.6499999	5.0	5.0	5.0	0.0	0.25	5.0	5.0	5.0	5.0	5.0
7	5.0	1.6333332	5.0	5.0	5.0	0.0	0.23333333	5.0	5.0	5.0	5.0	5.0
8	5.0	1.6166666	5.0	5.0	5.0	0.0	0.21666667	5.0	5.0	5.0	5.0	5.0
9	5.0	1.5999999	5.0	5.0	5.0	0.0	0.19999999	5.0	5.0	5.0	5.0	5.0
10	5.0	1.5833333	5.0	5.0	5.0	0.0	0.18333334	5.0	5.0	5.0	5.0	5.0
11	5.0	1.5666666	5.0	5.0	5.0	0.0	0.16666667	5.0	5.0	5.0	5.0	5.0
12	5.0	1.55	5.0	5.0	5.0	0.0	0.15	5.0	5.0	5.0	5.0	5.0
13	5.0	1.5333333	5.0	5.0	5.0	0.0	0.13333334	5.0	5.0	5.0	5.0	5.0
14	5.0	1.5166667	5.0	5.0	5.0	0.0	0.11666667	5.0	5.0	5.0	5.0	5.0
15	5.0	1.5	5.0	5.0	5.0	0.0	0.099999994	5.0	5.0	5.0	5.0	5.0
16	5.0	1.4833333	5.0	5.0	5.0	0.0	0.083333336	5.0	5.0	5.0	5.0	5.0
17	5.0	1.4666667	5.0	5.0	5.0	0.0	0.06666667	5.0	5.0	5.0	5.0	5.0
18	5.0	1.45	5.0	5.0	5.0	0.0	0.049999997	5.0	5.0	5.0	5.0	5.0
19	5.0	1.4333333	5.0	5.0	5.0	0.0	0.033333335	5.0	5.0	5.0	5.0	5.0
20	5.0	1.4166666	5.0	5.0	5.0	0.0	0.016666668	5.0	5.0	5.0	5.0	5.0
21	5.0	1.4	5.0	5.0	5.0	5.0	0.0	5.0	5.0	5.0	5.0	5.0
22	5.0	1.3833333	5.0	5.0	5.0	5.0	0.0	5.0	5.0	5.0	5.0	5.0
23	5.0	1.3666667	5.0	5.0	5.0	5.0	0.0	5.0	5.0	5.0	5.0	5.0
