Frame	Bipolar	Scissors	Clipper	Irrigator	SpecimenBag	Preparation	CalotTriangleDissection	ClippingCutting	GallbladderDissection	GallbladderPackaging	CleaningCoagulation	GallbladderRetraction
0	5.0	5.0	5.0	5.0	5.0	0.0	4.15	5.0	5.0	5.0	5.0	5.0
1	5.0	5.0	5.0	5.0	5.0	0.0	4.133333	5.0	5.0	5.0	5.0	5.0
2	5.0	5.0	5.0	5.0	5.0	0.0	4.116667	5.0	5.0	5.0	5.0	5.0
3	5.0	5.0	5.0	5.0	5.0	0.0	4.1	5.0	5.0	5.0	5.0	5.0
4	5.0	5.0	5.0	5.0	5.0	0.0	4.0833335	5.0	5.0	5.0	5.0	5.0
5	5.0	5.0	5.0	5.0	5.0	0.0	4.0666666	5.0	5.0	5.0	5.0	5.0
6	5.0	5.0	5.0	5.0	5.0	0.0	4.05	5.0	5.0	5.0	5.0	5.0
7	5.0	5.0	5.0	5.0	5.0	0.0	4.0333333	5.0	5.0	5.0	5.0	5.0
8	5.0	5.0	5.0	5.0	5.0	0.0	4.016667	5.0	5.0	5.0	5.0	5.0
9	5.0	5.0	5.0	5.0	5.0	0.0	4.0	5.0	5.0	5.0	5.0	5.0
10	5.0	5.0	5.0	5.0	5.0	0.0	3.9833333	5.0	5.0	5.0	5.0	5.0
11	5.0	5.0	5.0	5.0	5.0	0.0	3.9666667	5.0	5.0	5.0	5.0	5.0
12	5.0	5.0	5.0	5.0	5.0	0.0	3.95	5.0	5.0	5.0	5.0	5.0
13	5.0	5.0	5.0	5.0	5.0	0.0	3.9333334	5.0	5.0	5.0	5.0	5.0
14	5.0	5.0	5.0	5.0	5.0	0.0	3.9166667	5.0	5.0	5.0	5.0	5.0
15	5.0	5.0	5.0	5.0	5.0	0.0	3.9	5.0	5.0	5.0	5.0	5.0
16	5.0	5.0	5.0	5.0	5.0	0.0	3.8833334	5.0	5.0	5.0	5.0	5.0
17	5.0	5.0	5.0	5.0	5.0	0.0	3.8666666	5.0	5.0	5.0	5.0	5.0
18	5.0	5.0	5.0	5.0	5.0	0.0	3.85	5.0	5.0	5.0	5.0	5.0
19	5.0	5.0	5.0	5.0	5.0	0.0	3.8333333	5.0	5.0	5.0	5.0	5.0
20	5.0	5.0	5.0	5.0	5.0	0.0	3.8166666	5.0	5.0	5.0	5.0	5.0
21	5.0	5.0	5.0	5.0	5.0	0.0	3.8	5.0	5.0	5.0	5.0	5.0
22	5.0	5.0	5.0	5.0	5.0	0.0	3.7833333	5.0	5.0	5.0	5.0	5.0
23	5.0	5.0	5.0	5.0	5.0	0.0	3.7666667	5.0	5.0	5.0	5.0	5.0
24	5.0	5.0	5.0	5.0	5.0	0.0	3.75	5.0	5.0	5.0	5.0	5.0
25	5.0	5.0	5.0	5.0	5.0	0.0	3.7333333	5.0	5.0	5.0	5.0	5.0
26	5.0	5.0	5.0	5.0	5.0	0.0	3.7166667	5.0	5.0	5.0	5.0	5.0
27	5.0	5.0	5.0	5.0	5.0	0.0	3.7	5.0	5.0	5.0	5.0	5.0
28	5.0	5.0	5.0	5.0	5.0	0.0	3.6833334	5.0	5.0	5.0	5.0	5.0
29	5.0	5.0	5.0	5.0	5.0	0.0	3.6666667	5.0	5.0	5.0	5.0	5.0
30	5.0	5.0	5.0	5.0	5.0	0.0	3.65	5.0	5.0	5.0	5.0	5.0
31	5.0	5.0	5.0	5.0	5.0	0.0	3.6333334	5.0	5.0	5.0	5.0	5.0
32	5.0	5.0	5.0	5.0	5.0	0.0	3.6166666	5.0	5.0	5.0	5.0	5.0
33	5.0	5.0	5.0	5.0	5.0	0.0	3.6	5.0	5.0	5.0	5.0	5.0
34	5.0	5.0	5.0	5.0	5.0	0.0	3.5833333	5.0	5.0	5.0	5.0	5.0
35	5.0	5.0	5.0	5.0	5.0	0.0	3.5666666	5.0	5.0	5.0	5.0	5.0
36	5.0	5.0	5.0	5.0	5.0	0.0	3.55	5.0	5.0	5.0	5.0	5.0
37	5.0	5.0	5.0	5.0	5.0	0.0	3.5333333	5.0	5.0	5.0	5.0	5.0
38	5.0	5.0	5.0	5.0	5.0	0.0	3.5166667	5.0	5.0	5.0	5.0	5.0
39	5.0	5.0	5.0	5.0	5.0	0.0	3.5	5.0	5.0	5.0	5.0	5.0
40	5.0	5.0	5.0	5.0	5.0	0.0	3.4833333	5.0	5.0	5.0	5.0	5.0
41	5.0	5.0	5.0	5.0	5.0	0.0	3.4666667	5.0	5.0	5.0	5.0	5.0
42	5.0	5.0	5.0	5.0	5.0	0.0	3.45	5.0	5.0	5.0	5.0	5.0
43	5.0	5.0	5.0	5.0	5.0	0.0	3.4333334	5.0	5.0	5.0	5.0	5.0
44	5.0	5.0	5.0	5.0	5.0	0.0	3.4166667	5.0	5.0	5.0	5.0	5.0
45	5.0	5.0	5.0	5.0	5.0	0.0	3.4	5.0	5.0	5.0	5.0	5.0
46	5.0	5.0	5.0	5.0	5.0	0.0	3.3833334	5.0	5.0	5.0	5.0	5.0
47	5.0	5.0	5.0	5.0	5.0	0.0	3.3666663	5.0	5.0	5.0	5.0	5.0
48	5.0	5.0	5.0	5.0	5.0	0.0	3.35	5.0	5.0	5.0	5.0	5.0
49	5.0	5.0	5.0	5.0	5.0	0.0	3.333333	5.0	5.0	5.0	5.0	5.0
50	5.0	5.0	5.0	5.0	5.0	0.0	3.3166666	5.0	5.0	5.0	5.0	5.0
51	5.0	5.0	5.0	5.0	5.0	0.0	3.2999997	5.0	5.0	5.0	5.0	5.0
52	5.0	5.0	5.0	5.0	5.0	0.0	3.2833333	5.0	5.0	5.0	5.0	5.0
53	5.0	5.0	5.0	5.0	5.0	0.0	3.2666664	5.0	5.0	5.0	5.0	5.0
54	5.0	5.0	5.0	5.0	5.0	0.0	3.25	5.0	5.0	5.0	5.0	5.0
55	5.0	5.0	5.0	5.0	5.0	0.0	3.233333	5.0	5.0	5.0	5.0	5.0
56	5.0	5.0	5.0	5.0	5.0	0.0	3.2166667	5.0	5.0	5.0	5.0	5.0
57	5.0	5.0	5.0	5.0	5.0	0.0	3.1999998	5.0	5.0	5.0	5.0	5.0
58	5.0	5.0	5.0	5.0	5.0	0.0	3.1833334	5.0	5.0	5.0	5.0	5.0
59	5.0	5.0	5.0	5.0	5.0	0.0	3.1666665	5.0	5.0	5.0	5.0	5.0
60	5.0	5.0	5.0	5.0	5.0	0.0	3.15	5.0	5.0	5.0	5.0	5.0
61	5.0	5.0	5.0	5.0	5.0	0.0	3.1333332	5.0	5.0	5.0	5.0	5.0
62	5.0	5.0	5.0	5.0	5.0	0.0	3.1166668	5.0	5.0	5.0	5.0	5.0
