Frame	Bipolar	Scissors	Clipper	Irrigator	SpecimenBag	Preparation	CalotTriangleDissection	ClippingCutting	GallbladderDissection	GallbladderPackaging	CleaningCoagulation	GallbladderRetraction
0	5.0	5.0	5.0	5.0	5.0	0.0	1.3166667	5.0	5.0	5.0	5.0	5.0
1	5.0	5.0	5.0	5.0	5.0	0.0	1.3	5.0	5.0	5.0	5.0	5.0
2	5.0	5.0	5.0	5.0	5.0	0.0	1.2833333	5.0	5.0	5.0	5.0	5.0
3	5.0	5.0	5.0	5.0	5.0	0.0	1.2666667	5.0	5.0	5.0	5.0	5.0
4	5.0	5.0	5.0	5.0	5.0	0.0	1.25	5.0	5.0	5.0	5.0	5.0
5	5.0	5.0	5.0	5.0	5.0	0.0	1.2333333	5.0	5.0	5.0	5.0	5.0
6	5.0	5.0	5.0	5.0	5.0	0.0	1.2166667	5.0	5.0	5.0	5.0	5.0
7	5.0	5.0	5.0	5.0	5.0	0.0	1.2	5.0	5.0	5.0	5.0	5.0
8	5.0	5.0	5.0	5.0	5.0	0.0	1.1833333	5.0	5.0	5.0	5.0	5.0
9	5.0	5.0	5.0	5.0	5.0	0.0	1.1666666	5.0	5.0	5.0	5.0	5.0
10	5.0	5.0	5.0	5.0	5.0	0.0	1.15	5.0	5.0	5.0	5.0	5.0
11	5.0	5.0	5.0	5.0	5.0	0.0	1.1333333	5.0	5.0	5.0	5.0	5.0
12	5.0	5.0	5.0	5.0	5.0	0.0	1.1166667	5.0	5.0	5.0	5.0	5.0
13	5.0	5.0	5.0	5.0	5.0	0.0	1.1	5.0	5.0	5.0	5.0	5.0
14	5.0	5.0	5.0	5.0	5.0	0.0	1.0833334	5.0	5.0	5.0	5.0	5.0
15	5.0	5.0	5.0	5.0	5.0	0.0	1.0666667	5.0	5.0	5.0	5.0	5.0
16	5.0	5.0	5.0	5.0	5.0	0.0	1.05	5.0	5.0	5.0	5.0	5.0
17	5.0	5.0	5.0	5.0	5.0	0.0	1.0333333	5.0	5.0	5.0	5.0	5.0
18	5.0	5.0	5.0	5.0	5.0	0.0	1.0166667	5.0	5.0	5.0	5.0	5.0
19	5.0	5.0	5.0	5.0	5.0	0.0	1.0	5.0	5.0	5.0	5.0	5.0
20	5.0	5.0	5.0	5.0	5.0	0.0	0.98333335	5.0	5.0	5.0	5.0	5.0
21	5.0	5.0	5.0	5.0	5.0	0.0	0.96666664	5.0	5.0	5.0	5.0	5.0
22	5.0	5.0	5.0	5.0	5.0	0.0	0.95	5.0	5.0	5.0	5.0	5.0
23	5.0	5.0	5.0	5.0	5.0	0.0	0.93333334	5.0	5.0	5.0	5.0	5.0
24	5.0	5.0	5.0	5.0	5.0	0.0	0.9166667	5.0	5.0	5.0	5.0	5.0
25	5.0	5.0	5.0	5.0	5.0	0.0	0.9	5.0	5.0	5.0	5.0	5.0
26	5.0	5.0	5.0	5.0	5.0	0.0	0.8833333	5.0	5.0	5.0	5.0	5.0
27	5.0	5.0	5.0	5.0	5.0	0.0	0.8666667	5.0	5.0	5.0	5.0	5.0
28	5.0	5.0	5.0	5.0	5.0	0.0	0.85	5.0	5.0	5.0	5.0	5.0
29	5.0	5.0	5.0	5.0	5.0	0.0	0.83333325	5.0	5.0	5.0	5.0	5.0
30	5.0	5.0	5.0	5.0	5.0	0.0	0.8166666	5.0	5.0	5.0	5.0	5.0
31	5.0	5.0	5.0	5.0	5.0	0.0	0.79999995	5.0	5.0	5.0	5.0	5.0
32	5.0	5.0	5.0	5.0	5.0	0.0	0.7833333	5.0	5.0	5.0	5.0	5.0
33	5.0	5.0	5.0	5.0	5.0	0.0	0.76666665	5.0	5.0	5.0	5.0	5.0
34	5.0	5.0	5.0	5.0	5.0	0.0	0.75	5.0	5.0	5.0	5.0	5.0
35	5.0	5.0	5.0	5.0	5.0	0.0	0.73333335	5.0	5.0	5.0	5.0	5.0
36	5.0	5.0	5.0	5.0	5.0	0.0	0.71666664	5.0	5.0	5.0	5.0	5.0
37	5.0	5.0	5.0	5.0	5.0	0.0	0.7	5.0	5.0	5.0	5.0	5.0
38	5.0	5.0	5.0	5.0	5.0	0.0	0.68333334	5.0	5.0	5.0	5.0	5.0
39	5.0	5.0	5.0	5.0	5.0	0.0	0.6666667	5.0	5.0	5.0	5.0	5.0
40	5.0	5.0	5.0	5.0	5.0	0.0	0.65	5.0	5.0	5.0	5.0	5.0
41	5.0	5.0	5.0	5.0	5.0	0.0	0.6333333	5.0	5.0	5.0	5.0	5.0
42	5.0	5.0	5.0	5.0	5.0	0.0	0.6166667	5.0	5.0	5.0	5.0	5.0
43	5.0	5.0	5.0	5.0	5.0	0.0	0.6	5.0	5.0	5.0	5.0	5.0
44	5.0	5.0	5.0	5.0	5.0	0.0	0.5833333	5.0	5.0	5.0	5.0	5.0
45	5.0	5.0	5.0	5.0	5.0	0.0	0.56666666	5.0	5.0	5.0	5.0	5.0
46	5.0	5.0	5.0	5.0	5.0	0.0	0.55	5.0	5.0	5.0	5.0	5.0
47	5.0	5.0	5.0	5.0	5.0	0.0	0.53333336	5.0	5.0	5.0	5.0	5.0
48	5.0	5.0	5.0	5.0	5.0	0.0	0.51666665	5.0	5.0	5.0	5.0	5.0
49	5.0	5.0	5.0	5.0	5.0	0.0	0.5	5.0	5.0	5.0	5.0	5.0
50	5.0	5.0	5.0	5.0	5.0	0.0	0.48333332	5.0	5.0	5.0	5.0	5.0
51	5.0	5.0	5.0	5.0	5.0	0.0	0.46666667	5.0	5.0	5.0	5.0	5.0
52	5.0	5.0	5.0	5.0	5.0	0.0	0.45	5.0	5.0	5.0	5.0	5.0
53	5.0	5.0	5.0	5.0	5.0	0.0	0.43333334	5.0	5.0	5.0	5.0	5.0
54	5.0	5.0	5.0	5.0	5.0	0.0	0.41666663	5.0	5.0	5.0	5.0	5.0
55	5.0	5.0	5.0	5.0	5.0	0.0	0.39999998	5.0	5.0	5.0	5.0	5.0
56	5.0	5.0	5.0	5.0	5.0	0.0	0.38333333	5.0	5.0	5.0	5.0	5.0
57	5.0	5.0	5.0	5.0	5.0	0.0	0.36666667	5.0	5.0	5.0	5.0	5.0
58	5.0	5.0	5.0	5.0	5.0	0.0	0.35	5.0	5.0	5.0	5.0	5.0
59	5.0	5.0	5.0	5.0	5.0	0.0	0.33333334	5.0	5.0	5.0	5.0	5.0
60	5.0	5.0	5.0	5.0	5.0	0.0	0.31666666	5.0	5.0	5.0	5.0	5.0
61	5.0	5.0	5.0	5.0	5.0	0.0	0.3	5.0	5.0	5.0	5.0	5.0
62	5.0	5.0	5.0	5.0	5.0	0.0	0.28333333	5.0	5.0	5.0	5.0	5.0
63	5.0	5.0	5.0	5.0	5.0	0.0	0.26666668	5.0	5.0	5.0	5.0	5.0
64	5.0	5.0	5.0	5.0	5.0	0.0	0.25	5.0	5.0	5.0	5.0	5.0
